id_producto;ean;nombre;categoria;marca;precio_empaque;precio_por_kilo;calorias_100g;proteinas_100g;fibra_100g;grasa_saturada_100g;azucar_100g;sal_100g;nutri_score;procesado
6082.0;8480000060822;Tarta infantil balón de fútbol Hacendado congelada;Tartas infantiles;Hacendado;13.8;9.86;384.0;3.5;2.1;12.0;32.0;0.19;unknown;4
17410.0;8480000174109;Salsa fresca Trufa Hacendado;Salsas para pasta;Hacendado;1.45;10.36;151.0;4.4;0.9;6.4;3.0;1.5;d;4
35941.0;8402001011177;Mini magdalenas con pepitas de chocolate con leche Hacendado;Bollería envasada;Hacendado;1.9;7.04;457.0;5.4;1.5;4.0;24.0;0.53;d;4
20627.0;8402001046391;Bebida láctea de fresa L-casei;L-Casei;L-casei;2.25;1.88;27.0;2.8;;0.0;3.7;0.12;b;4
21649.0;8402001054686;Empanada de carne 35%;Bollería salada;;3.65;7.3;;;;;;;;
39127.0;8480000391278;Bebida Florida Hacendado;Naranja;Hacendado;1.4;0.7;29.0;0.1;;0.0;6.6;0.0;e;4
13998.0;8402001036347;Caldo de carne con sofrito Hacendado;Caldo líquido;Hacendado;1.8;1.8;;;;;;;unknown;{}
11785.0;7613032396350;Café en cápsula cortado Dolce Gusto;Cápsulas compatibles Dolce gusto;Dolce Gusto;4.95;0.31;;;;;;;e;4
21378.0;8480000213785;Bebida láctea sabor tropical +Proteínas Hacendado 0% MG 20 g proteínas;Yogures líquidos;Hacendado;1.15;4.11;50.3571428571428;7.14285714285714;;0.25;3.85714285714286;0.116071428571429;b;4
10449.0;4040600088912;Crema de leche para café Campina;Otros;Campina;1.4;7.0;122.0;3.2;;7.3;4.2;0.1;e;1
29106.0;8402001018138;Harina de trigo grande Hacendado;Harina;Hacendado;2.95;0.59;;;;;;;unknown;{}
51228.0;8480000512284;Queso ricotta mezcla Hacendado;Queso fresco;Hacendado;1.6;8.0;179.0;9.7;;9.8;2.8;0.37;c;3
14213.0;8480000142139;Galletas Digestive avena Hacendado;Galletas integrales y digestive;Hacendado;1.0;2.35;477.0;7.5;6.8;2.3;18.0;1.1;d;4
11972.0;8402001029004;Sazonador hierbas provenzales Hacendado para pollo y costillas;Sazonadores;Hacendado;1.0;41.67;;;;;;;;
13235.0;8402001033193;Noodles Yakisoba con carne y verduras;Platos calientes;;4.5;4.5;;;;;;;;
87302.0;8402001030055;Filetes de dorada;Dorada;;4.5;22.5;;;;;;;;
35777.0;8402001010194;Macarrón rayado integral Hacendado;Macarrones, pajaritas y hélices;Hacendado;1.15;2.3;345.0;13.5;10.0;0.5;3.7;0.01;a;{}
35670.0;8032804431966;Spaghetti sin gluten Felicia;Spaghetti y tallarines;Felicia;2.05;4.1;341.0;6.3;2.8;0.5;0.3;0.01;b;4
82328.0;8402001024184;Pan de molde 100% integral Hacendado;Pan de molde;Hacendado;0.9;1.96;248.275862068966;8.62068965517241;7.58620689655173;0.689655172413793;2.41379310344828;1.18965517241379;a;4
34157.0;8414591000356;Carne de pimiento choricero Hacendado;Otras salsas;Hacendado;1.55;11.07;37.6;1.6;2.3;0.4;4.0;0.1;b;1
59216.0;8410783326754;Lacón al horno Noel lonchas;Jamón cocido;Noel;2.1;10.5;180.0;18.0;;6.2;0.5;1.0;d;4
86341.0;4008713713411;Copos de avena Brüggen;Cereales integrales y muesli;Brüggen;1.3;1.63;367.5;14.0;10.0;1.3;0.7;5e-05;a;1
14430.0;8480000144300;Galletas canela Hacendado;Galletas desayuno;Hacendado;1.5;3.0;468.0;6.4;2.9;1.4;23.0;0.73;d;4
60722.0;8480000607225;Chocolate negro 85% cacao Hacendado;Chocolate negro;Hacendado;1.75;17.5;600.0;12.0;14.0;30.0;14.0;0.03;d;4
81200.3;2105361812007;Trucha sin aletas;Trucha;;4.13;7.95;;;;;;;;
52408.0;8480000524089;Queso fresco Burgos natural Hacendado;Queso fresco;Hacendado;1.15;4.6;150.4;10.3;;7.1;3.7;0.95;c;{}
21703.0;8402001047787;Tónica Hacendado;Tónica y bitter;Hacendado;2.22;1.12;;;;;;;;
23146.0;8480000231468;Chorizo sarta picante extra de León Hacendado;Chorizo;Hacendado;4.2;12.0;435.0;26.6;;13.4;1.2;3.6;e;4
14347.0;8402001035029;Maíz palomitas Hacendado;Frutos secos;Hacendado;1.05;3.5;340.0;10.0;12.0;0.8;1.0;0.0;a;{}
60329.0;8480000603296;Jamón cocido extra Hacendado finas lonchas;Jamón cocido;Hacendado;2.0;10.0;101.0;18.6;0.0;0.5;0.9;0.0;a;4
2851.0;2105100028515;Manos de cerdo;Arreglos;;3.9;7.8;;;;;;;;
21369.0;5411188125808;Postre de soja sabor mango Alpro sin azúcares añadidos;Postres de soja;Alpro;2.3;5.75;59.0;3.7;0.9;0.4;5.2;0.1975;a;4
5042.0;8480000050427;Arroz redondo J Sendra Hacendado;Arroz;Hacendado;1.6;1.6;349.0;6.7;;0.3;0.5;0.01;b;1
21358.0;8480000213587;Yogur griego natural ligero Hacendado 2% MG;Yogures griegos;Hacendado;2.2;2.2;60.0;5.8;;1.4;4.7;0.16;a;4
20709.0;8410500012861;Bebida láctea natural Actimel 0% MG 0% azúcares añadidos;L-Casei;Actimel;4.95;4.13;31.0;2.8;;0.2;4.0;0.0975;c;4
69622.0;8437004621900;Floretas de brócoli para microondas lavadas;Verduras al vapor;;1.7;7.39;46.0;2.8;2.6;0.04;1.7;0.08;a;1
65172.0;8402001044304;Chicles hierbabuena gragea Hacendado;Chicles;Hacendado;1.95;19.5;170.0;0.5;;0.1;0.0;0.1;not-applicable;4
67634.0;8480000676344;Crema catalana Hacendado;Otros postres;Hacendado;2.75;6.88;218.0;4.1;;7.8;20.8;0.13;d;4
16279.0;8402001046483;Chocolate con leche Fussion Hacendado relleno de crema de pistacho y masa filo tostada;Chocolate con leche;Hacendado;2.25;16.67;540.740740740741;9.9;2.0;15.0;44.0;0.1;e;4
10666.0;8402001038372;Café con leche cappuccino Hacendado;Bebidas frías;Hacendado;0.75;3.0;71.0;3.2;0.3;1.4;9.2;0.00045;unknown;{}
2872.0;8436021411273;Burger de vacuno y cerdo;Hamburguesas;;4.2;7.78;219.0;17.7;;7.1;0.8;2.0;d;4
51218.0;8402001029356;Burrata fresca Hacendado;Queso fresco;Hacendado;2.2;8.8;156.666666666667;10.0;;14.0;1.5;0.6875;d;{}
4905.0;8480000049056;Reducción bálsamica de vinagre Pedro Ximénez Hacendado;Vinagre y otros aderezos;Hacendado;2.25;7.5;298.0;0.0;0.0;0.0;42.0;0.2;not-applicable;4
12784.0;8402001031106;Focaccia con tomates cherry Hacendado;Roscas, quiche y baguettes;Hacendado;1.95;12.19;276.0;6.1;1.7;1.2;5.0;1.3;d;4
50966.0;2105600509668;Queso curado mezcla Hacendado cortado en cuñitas;Queso curado;Hacendado;4.69;14.2;;;;;;;;
23374.0;8480000233745;Napolitanas con relleno sabor crema Hacendado;Bollería envasada;Hacendado;1.8;4.86;386.5;7.0;27.0;11.0;21.0;0.65;e;4
29314.0;8480000293145;Bebida de soja 0% azúcar Hacendado;Bebidas vegetales;Hacendado;0.75;0.75;32.0;2.8;0.4;0.0;0.0;0.0;b;3
23621.0;8480000236210;Queso rallado especial fundir mezcla Hacendado;Queso rallado;Hacendado;1.2;6.0;284.0;19.0;;13.0;0.5;1.5;d;{}
22718.0;8402001031847;Café soluble Classic Hacendado;Café soluble;Hacendado;2.9;29.0;304.0;22.0;24.0;;;0.12;unknown;{}
17360.0;4006824005715;Salsa de Soja Hacendado;Salsas orientales;Hacendado;1.2;4.8;74.0;7.5;;0.1;4.3;15.45;e;4
26001.0;8429386917108;Alubia cocida pinta Hacendado;Alubias;Hacendado;1.25;2.19;;;;;;;;
16272.0;8412500691831;Paté de cerdo La Piara tapa negra;Paté;La Piara;3.95;14.16;;;;;;;;
79493.0;8480000794932;Chupete silicona reversible Deliplus +6 a 18 meses luminiscente;Chupete;Deliplus;2.5;2.5;;;;;;;;
69155.0;5600319261021;Cebollas dulces;Cebolla y ajo;;2.5;2.5;;;;;;;;
67563.0;8425514004412;Panecillo de queso 18%;Pan de bocadillo;;0.5;5.88;;;;;;;;
13596.0;8480000135964;Café en cápsula descafeinado espresso Hacendado;Cápsulas compatibles Nespresso;Hacendado;3.85;0.19;;;;;;;unknown;{}
2869.0;8421610028697;Preparado de carne picada vacuno y cerdo;Picadas y otros;;4.1;8.2;172.0;17.0;;5.0;0.5;0.2;c;4
81241.1;2105365812416;Lubina limpia con cabeza;Lubina;;4.62;10.5;;;;;;;;
52892.0;8402001016868;Gofres con chocolate Hacendado;Bollería envasada;Hacendado;1.55;5.54;484.0;5.2;;12.0;31.0;0.86;e;4
21588.0;8402001047343;Napolitana de chocolate 35%;Bollería dulce;;0.95;7.92;;;;;;;;
84937.0;2105900849372;Croissants surtidos rellenos de crema de cacao y crema con leche sabor a chocolate blanco;Bollería dulce;;2.55;8.5;;;;;;;;
50543.0;8402001036736;Queso lonchas tierno de vaca Entrepinares;Queso lonchas;Entrepinares;2.5;8.33;368.0;21.0;;22.0;0.5;1.18;d;3
62191.0;8480000621917;Filetes de panga Hacendado ultracongelados;Pescado;Hacendado;4.75;5.28;71.3;15.1;;;;0.6875;unknown;{}
50999.0;8402001053757;Tabla de quesos nacionales Hacendado;Queso curado;Hacendado;5.0;20.83;;;;;;;;
19734.0;8402001001871;Sal gruesa para hornear Hacendado;Sal y bicarbonato;Hacendado;1.4;0.7;;;;;;;;
60846.0;8402001018824;Magdalenas Hacendado;Bollería envasada;Hacendado;2.0;3.64;415.0;5.0;1.2;3.0;28.0;0.38;d;4
7305.0;8402001015076;Caldo de pescado Hacendado en pastillas;Caldo en pastillas;Hacendado;0.85;7.08;222.0;15.0;0.8;5.6;0.2;53.0;unknown;{}
79497.0;8480000794970;Chupete silicona reversible Deliplus +18 meses;Chupete;Deliplus;2.5;2.5;;;;;;;;
20738.0;8410500010485;Bebida láctea natural Actimel;L-Casei;Actimel;4.95;4.13;66.0;3.1;;1.0;9.9;0.1;d;{}
22703.0;8480000227034;Chocolate negro 72% cacao Hacendado con trozos de naranja;Chocolate negro;Hacendado;1.75;17.5;520.0;8.2;10.0;20.0;35.0;0.02;e;4
14038.0;4001518009000;Galletas con chocolate y crema de leche Hacendado;Con chocolate y rellenas;Hacendado;2.65;9.89;525.373134328358;6.86567164179104;2.08955223880597;19.1044776119403;41.7910447761194;0.82089552238806;unknown;{}
53041.0;8410973077008;Salchichas cocidas Frankfurt La Selva;Salchichas;La Selva;2.4;5.22;165.0;13.0;;4.6;0.9;0.005;c;4
35534.0;8402001008269;Mini helado sándwich choco cream Hacendado;Bombones;Hacendado;3.0;5.88;370.983611560259;5.0819670567747;2.62295085875714;9.83606557377049;29.180326618132;;unknown;{}
21377.0;8402001040399;Bífidus cremoso natural edulcorado probióticos Hacendado 0% MG 0% azúcares añadidos;Bífidus naturales;Hacendado;1.4;1.87;51.0;5.4;;0.2;6.5;0.1975;unknown;{}
50151.0;2105600501518;Queso lonchas de oveja Entrepinares;Queso lonchas;Entrepinares;3.02;14.4;;;;;;;;
17128.0;8480000171283;Tomate frito Hacendado con aceite de oliva;Tomate frito;Hacendado;1.4;2.22;77.0;1.5;;0.3;6.9;1.0;b;4
82290.0;8423102204107;Pan tostado cereales y semillas Hacendado;Pan tostado;Hacendado;2.25;4.09;;;;;;;;
67637.0;8480000676375;Edulcorante Eritritol y Sucralosa Hacendado;Edulcorante y otros;Hacendado;3.05;15.25;0.0;0.0;0.0;0.0;0.0;0.0;not-applicable;4
51126.0;8422241805602;Queso lonchas mozzarella de vaca Hacendado;Queso lonchas;Hacendado;1.8;9.0;;;;;;;;
86905.0;8402001010620;Arroz tres delicias Hacendado ultracongelado;Arroz;Hacendado;2.85;2.85;;;;;;;;
68408.0;2368408002612;Puerros;Otras verduras y hortalizas;;2.16;4.8;;;;;;;;
34172.0;8480000341723;Pimienta negra en grano Hacendado;Pimienta;Hacendado;1.7;24.29;;;;;;;not-applicable;1
9886.0;5449000330116;Refresco Coca-Cola;Cola clásica;Coca-Cola;2.7;1.08;;;;;;;unknown;{}
83490.0;8402001042690;Langostino cocido;Marisco;;1084.05;10.95;;;;;;;;
59085.0;8480000590855;Salchichón extra Hacendado lonchas;Salchichón;Hacendado;1.95;8.13;372.0;22.0;;9.4;2.7;3.5;e;4
62380.0;8402001054778;Bogavante americano mediano crudo Hacendado;Marisco;Hacendado;16.5;33.0;;;;;;;;
12421.0;8480000124210;Huevo sorpresa de chocolate Hacendado;Chocolatinas;Hacendado;1.65;33.0;549.0;7.3;;20.0;53.0;0.21;e;4
20512.0;8480000205124;Yogur griego natural Hacendado;Yogures griegos;Hacendado;2.2;2.2;129.0;;0.12;6.7;3.9;;unknown;3
53116.0;8412450580612;Sobrasada selecta L'Illa especialidades;Sobrasada;L'Illa especialidades;2.05;8.2;640.0;7.5;;22.8;0.7;1.7;e;4
35438.0;8402001009051;Salsa Pesto con albahaca Hacendado;Salsas para pasta;Hacendado;1.95;10.26;570.0;5.9;;7.3;1.4;3.0;e;4
9981.0;8402001026669;Bebida láctea natural azucarada Hacendado;Yogures líquidos;Hacendado;1.3;1.3;73.0;2.4;;1.4;10.8;0.1175;c;{}
1564.0;2105100015645;Costilla de cerdo ibérico adobada;Cerdo;;3.78;7.55;;;;;;;;
11516.0;8402001027246;Salchichas cocidas de cerdo Hacendado estilo parrillero;Salchichas;Hacendado;2.6;8.67;306.0;16.0;;10.7;0.0;2.4575;e;{}
23046.0;8423352861792;Bebida de avena Alitey;Bebidas vegetales;Alitey;1.5;2.0;46.0;1.4;0.4;0.2;5.4;0.04;c;{}
14474.0;8402001038518;Pepinillos agridulces Hacendado;Pepinillos y otros encurtidos;Hacendado;1.65;4.13;56.0;0.9;;;;;unknown;{}
24541.0;8402001050428;Golosinas tubos rellenos Hacendado sabor nata y fresa;Golosinas;Hacendado;1.75;5.47;;;;;;;;
51052.0;8422241807712;Mozzarella fresca de vaca Hacendado en perlas;Queso fresco;Hacendado;1.9;6.33;;;;;;;;
52607.0;8402001014116;Infusión manzana y canela Hacendado;Infusiones;Hacendado;1.4;35.0;;;;;;;b;4
60091.0;8480000600912;Tortilla de patata con calabacín Listo para Comer;Platos calientes;Listo para Comer;8.5;6.54;147.0;5.5;;1.3;1.9;1.0825;unknown;{}
4717.0;8402001001192;Aceite de oliva virgen extra Hacendado;Aceite de oliva;Hacendado;14.55;4.85;822.0;0.0;;13.0;0.0;0.0;b;2
5548.0;8402001048289;Queso añejo ibérico mezcla Hacendado cortado en cuñitas;Queso curado;Hacendado;5.44;17.0;;;;;;;;
29006.0;8480000290069;Bicarbonato de sódio Hacendado;Sal y bicarbonato;Hacendado;1.1;3.67;;;;;;;not-applicable;1
67977.0;8402001023477;Bífidus cremoso con coco probióticos Hacendado;Bífidus de sabores;Hacendado;1.3;2.6;84.8;4.72;;2.24;9.6;0.158;c;{}
15287.0;8402001042041;Bastones de batata Hacendado ultracongelada;Patatas;Hacendado;2.65;3.53;163.0;1.6;3.2;0.5;9.5;0.25;c;4
10712.0;8410297012150;Leche semidesnatada Asturiana;Leche semidesnatada;Asturiana;1.17;1.17;46.0;3.2;;1.1;4.7;0.1;b;1
14739.0;8402001036262;Paté de cerdo sabor suave Hacendado;Paté;Hacendado;1.55;5.17;299.0;8.3;;10.7;0.5;1.3;e;{}
13652.0;8480000136527;Infusión Rooibos cítricos Hacendado;Infusiones;Hacendado;1.15;28.75;;;;;;;b;4
9350.0;8480000093509;Barritas de cereales y chocolate con leche Hacendado;Barritas de cereales;Hacendado;1.55;12.92;345.0;6.5;7.4;6.1;27.0;0.82;d;4
12946.0;8402001033902;Chocolate extrafino con leche Hacendado 0% azúcares añadidos;Chocolate con leche;Hacendado;1.35;13.5;465.0;9.0;9.0;19.0;11.0;0.295;d;{}
18714.0;8480000187147;Calamar en tinta Hacendado;Otras conservas de pescado;Hacendado;3.1;12.92;258.75;15.0;;1.9;0.7;1.0;b;4
53011.0;8414389019379;Compango;Arreglos;;2.6;10.4;463.0;17.58;;16.8;0.5;4.0;e;4
12495.0;8402001016394;Porciones de chocolate negro 72% cacao extrafino Hacendado;Chocolate negro;Hacendado;3.25;16.25;562.5;10.0;11.0;26.0;27.0;0.03;e;{}
13021.0;8410014478764;Cacao soluble ColaCao original;Cacao soluble;ColaCao;7.0;9.21;;;;;;;b;4
14133.0;7622210660176;Barritas de galleta bañadas en chocolate con leche Chips Ahoy;Con chocolate y rellenas;Chips Ahoy;1.5;10.71;487.0;6.3;3.1;12.0;39.0;0.88;e;4
19852.0;8402001042218;Bolitas de pollo Hacendado congeladas;Carne congelada;Hacendado;3.95;5.27;156.0;18.0;0.2;2.3;0.5;1.18;unknown;{}
2815.0;2105100028157;Panceta de cerdo;Cerdo;;3.24;5.5;;;;;;;;
52307.0;8480000523075;Paté de cerdo con finas hierbas Hacendado;Paté;Hacendado;1.1;6.88;271.0;11.7;;9.1;1.3;1.9;e;4
62403.0;8410063089096;Palitos de surimi Hacendado ultracongelados;Marisco de concha y otros;Hacendado;2.5;4.17;100.0;7.4;;0.3;1.3;1.53;c;4
51211.0;8480000512116;Queso untar con queso azul de vaca Hacendado;Queso untable;Hacendado;1.9;9.5;235.0;4.9;;15.0;2.2;1.5;d;{}
18210.0;8480000182104;Sardinillas en aceite de oliva Hacendado;Sardinas;Hacendado;2.05;11.39;365.555555555556;16.6666666666667;;6.0;0.0;1.2;d;3
10516.0;8410297110757;Leche desnatada Asturiana;Leche desnatada;Asturiana;10.38;1.15;34.0;3.2;;0.2;4.7;0.1;unknown;{}
35662.0;8720182697356;Crema de setas Starlux con champiñones;Cremas y puré;Starlux;1.6;3.2;42.0;0.9;0.5;0.5;0.5;0.65;c;4
8252.0;8436548784591;Pincho Mexicano de pollo con varilla;Pollo;;4.84;10.3;104.0;16.7;;0.5;0.5;1.18110240913752;unknown;{}
21327.0;8402001022463;Bífidus con cereales y fibras probióticos Hacendado;Bífidus de sabores;Hacendado;1.3;2.6;96.0;3.7;1.8;1.8;11.8;0.1475;e;{}
50008.0;2105600500085;Queso grana padano Zanetti;Queso curado;Zanetti;3.66;15.9;;;;;;;;
50994.0;8402001024399;Queso curado mezcla madurado en madera Hacendado;Queso curado;Hacendado;3.87;14.9;;;;;;;;
3362.0;2105400033622;Zumo de naranja recién exprimido Hacendado;Naranja;Hacendado;4.95;4.95;;;;;;;;
63627.0;8480000636270;Pizza jamón y queso familiar Hacendado;Pizzas refrigeradas;Hacendado;3.4;5.67;224.0;14.0;0.0;3.4;1.6;1.5;d;4
5002.0;8480000050021;Arroz basmati aromático Hacendado;Arroz;Hacendado;2.1;2.1;355.0;9.0;0.0;0.2;0.5;1e-05;b;1
34997.0;8480000349972;Nuez Pecana natural Hacendado pelada;Frutos secos;Hacendado;3.9;19.5;715.0;11.4;10.0;6.6;3.2;0.0;a;1
15436.0;8411496107036;Miel de flores Hacendado;Miel;Hacendado;4.8;4.8;;;;;;;unknown;2
39901.0;8480000399014;Salmorejo fresco Hacendado;Gazpacho y salmorejo;Hacendado;3.0;3.0;134.0;1.5;0.0;1.4;2.1;0.95;c;4
14961.0;8402001038990;Pan de molde espelta 100% integral Hacendado natural;Otros panes;Hacendado;1.65;3.0;240.0;1.1;12.0;0.8;3.7;1.1;c;4
29612.0;5449000171771;Bebida isotónica limón Aquarius zero azúcar;Isotónico;Aquarius;2.1;1.4;1.0;0.0;;;;0.06;c;4
60926.0;8480000609267;Bebida de avena con chocolate sin azúcares añadidos Hacendado;Bebidas vegetales;Hacendado;1.6;2.13;44.0;1.2;1.0;0.3;2.4;0.15;d;4
65064.0;8402001042027;Golosinas tubos Hacendado sabor fresa y nata;Golosinas;Hacendado;1.75;5.47;;;;;;;unknown;{}
87616.0;8436554241439;Trenza hojaldre de mantequilla Hacendado congelada;Tartas;Hacendado;6.5;15.12;425.0;7.3;1.875;12.0;23.0;0.51;e;{}
69098.0;8423761000454;Patatas rojas;Patata;;3.8;1.9;;;;;;;unknown;{}
20379.0;8480000203793;Yogur cremoso con melocotón y maracuya Hacendado;Yogures de sabores;Hacendado;1.25;2.5;96.0;3.6;;2.2;12.7;0.1;c;4
13568.0;8402001000584;Cebolla troceada Hacendado ultracongelada;Verdura;Hacendado;0.95;2.11;42.0;1.2;1.8;0.0;5.6;0.01;a;1
24486.0;8480000244864;Langostino crudo y pelado Hacendado ultracongelado;Marisco;Hacendado;3.95;17.95;63.5755258126194;14.8;;0.1;0.0;0.4;a;4
35711.0;8402001009402;Pan de molde sin gluten blanco Hacendado;Pan de molde;Hacendado;2.74;5.48;282.0;1.0;9.0;1.3;3.3;1.3;c;4
4706.0;8480000047069;Aceite de oliva virgen extra Hacendado Gran Selección;Aceite de oliva;Hacendado;5.95;7.93;822.0;0.0;0.0;13.0;0.0;0.0;b;2
33168.0;8402001002052;Aceitunas verdes Chupadedos Huerta de Barros partidas aliñadas;Aceitunas verdes;Huerta de Barros;3.3;3.37;140.0;1.4;;2.4;;;unknown;4
35727.0;8402001009846;Té negro con canela Hacendado;Té;Hacendado;1.4;46.67;1.0;0.0;0.0;0.0;0.0;0.0;b;{}
86442.0;8402001030260;Cabecero de lomo Hacendado lonchas;Lomo y otros;Hacendado;2.7;18.0;269.598470363289;31.0;;6.7;0.5;4.425;unknown;{}
80293.0;8480000802934;Impulsor gasificante repostería Hacendado para uso alimentario;Levadura y preparado repostería;Hacendado;0.7;7.78;;;;;;;unknown;4
33624.0;8480000336248;Patatas fritas paja Hacendado;Snacks;Hacendado;1.5;7.5;545.0;6.9;;2.9;0.0;1.1;d;3
21193.0;8402001040320;Bífidus natural probióticos Hacendado 0% MG 0% azúcares añadidos;Bífidus naturales;Hacendado;1.15;1.53;41.0;4.5;;0.0;5.4;0.17;a;4
39010.0;8480000390103;Zumo pura naranja Hacendado;Naranja;Hacendado;1.85;1.85;44.0;0.7;0.6;0.0;9.3;0.0;d;1
23851.0;8006040610089;Mini helado bombón vegetal triple chocolate Hacendado a base de anacardos;Bombones;Hacendado;3.3;10.31;354.0;3.2;3.3;16.0;28.0;;unknown;4
9664.0;8480000096647;3 Bocadillos;Pan de bocadillo;;1.04;2.67;263.529411764706;8.94117647058824;1.41176470588235;0.117647058823529;1.64705882352941;0.771470588235294;c;3
16352.0;8402001049453;Jamón cocido jugoso Hacendado lonchas;Jamón cocido;Hacendado;1.95;7.8;99.0;17.2;;;;2.065;unknown;{}
16260.0;8402001048487;Chopped cocido en lata Hacendado finas lonchas;Chopped;Hacendado;1.85;9.25;190.0;12.0;;5.4;;0.6;unknown;{}
23280.0;8402001018787;Helado barrita sabor cacahuete Hacendado con salsa de caramelo salado;Bombones;Hacendado;3.3;11.0;354.166666666667;6.45833333333333;1.66666666666667;11.0416666666667;29.1666666666667;0.354166666666667;e;4
53446.0;8480000534460;Salmón marinado Hacendado;Ahumados;Hacendado;3.5;43.75;221.0;20.0;;1.6;0.5;2.6;d;4
21625.0;8402001048111;Batido lácteo sabor café +Proteínas Hacendado 30 g proteínas;Yogures líquidos;Hacendado;1.4;4.24;46.0;9.1;;0.1;2.0;0.1975;unknown;{}
63739.0;8480000637390;Fingers de queso Hacendado ultracongelados;Verdura rebozada y otros;Hacendado;2.3;7.67;323.0;13.0;1.1;8.0;7.0;1.4;d;4
6321.0;8480000063212;Nidos al huevo Hacendado;Spaghetti y tallarines;Hacendado;1.45;2.9;357.0;14.0;4.1;0.8;3.5;0.05;a;1
23052.0;8480000230522;Batido sabor vainilla Hacendado;Batidos;Hacendado;1.3;1.3;53.0;2.2;;0.4;10.0;0.14;unknown;4
19820.0;8480000198204;Edulcorante líquido stevia Hacendado;Edulcorante y otros;Hacendado;2.05;13.67;0.0;0.0;;0.0;0.0;0.0;not-applicable;4
86403.0;8402001024733;Mix frutas tropical Hacendado ultracongeladas;Fruta;Hacendado;2.75;6.11;59.0;0.7;1.6;0.0;;0.0;unknown;{}
52739.0;8402001015106;Eneldo Hacendado;Hierbas;Hacendado;1.85;102.78;;;;;;;unknown;{}
69756.0;8437013139106;Ensalada de la casa;Ensalada preparada;;2.15;5.38;45.0;1.3;2.2;0.2;1.7;0.0;a;3
11104.0;8410100021553;Café soluble descafeinado Nescafé classic;Café soluble;Nescafé;4.95;49.5;;;;;;;unknown;1
53500.0;8410486081011;Bacón Oscar Mayer lonchas;Bacón;Oscar Mayer;2.35;15.67;386.0;14.0;;12.0;1.4;2.8;e;4
21727.0;8402001042980;Refresco cola Hacendado Zero azúcar;Cola zero;Hacendado;0.8;0.4;;;;;;;;
21653.0;8402001051104;Refresco té rojo zero Hacendado sabor frutos rojos, hibisco y granada;Té;Hacendado;1.0;0.67;2.0;0.0;;;;0.04;unknown;{}
53015.0;8410486078042;Salchichas cocidas hot dog bocadillo Oscar Mayer Classic de pollo y cerdo sabor ahumado;Salchichas;Oscar Mayer;1.85;6.73;219.0;13.0;;5.8;1.0;1.9675;d;4
82439.0;8002190020150;Crackers con sal Hacendado;Crakers y tartaletas;Hacendado;1.85;3.7;438.0;10.0;3.0;3.8;2.0;1.75;d;3
84785.0;2105900847859;Berlina al cacao;Bollería dulce;;1.45;6.04;;;;;;;;
86202.0;8480000862020;Pistacho tostado Hacendado con sal;Frutos secos;Hacendado;3.5;14.0;616.0;22.8;9.4;6.4;6.0;3.2;d;3
12171.0;3173282710497;Barritas de chocolate con leche Hacendado rellenas de leche;Chocolatinas;Hacendado;2.2;11.0;551.0;7.8;0.7;21.0;53.0;0.25;e;4
82302.0;8402001037870;Pan de molde con 55% centeno Hacendado;Otros panes;Hacendado;1.35;1.88;254.0;9.8;6.6;0.7;3.3;0.9;a;{}
35590.0;8402001008535;Fabada Hacendado;Platos de cuchara;Hacendado;1.45;3.45;140.0;7.3;3.5;2.7;0.5;0.885;b;3
11714.0;8480000117144;Café molido natural Hacendado Espresso;Café molido;Hacendado;3.6;14.4;334.0;16.0;49.0;6.0;1.1;0.0;unknown;1
58248.0;8480000582485;Mini salchichón ibérico extra La Hacienda del ibérico;Salchichón;La Hacienda del ibérico;2.65;13.25;492.0;25.6;;17.4;1.5;3.5;e;4
55135.0;8410320014212;Taquitos de chorizo extra Revilla;Chorizo;Revilla;2.55;12.75;347.0;21.0;;10.0;1.8;3.45;e;4
52746.0;8402001015731;Sopa de verduras Hacendado;Sopa;Hacendado;0.65;12.75;;;;;;;c;4
8179.0;5411188137993;Postre de soja sabor arándanos Alpro;Postres de soja;Alpro;2.0;5.0;69.0;3.7;1.0;0.4;7.9;0.15;b;4
9395.0;8011033012108;Cous cous mediano Hacendado;Arroz;Hacendado;1.95;1.95;346.0;12.0;3.9;0.4;2.5;;unknown;1
64492.0;8480000644923;Helado Mochi mango Hacendado;Bombones;Hacendado;2.9;13.43;202.0;0.6;0.5;0.4;28.3;0.03;c;4
13038.0;8402001032585;Cacao soluble Hacendado;Cacao soluble;Hacendado;2.8;5.6;383.0;6.9;7.4;1.6;69.0;0.02;unknown;4
20722.0;8480000207227;Mantequilla con sal Hacendado;Mantequilla;Hacendado;2.1;8.4;734.0;0.5;;55.0;0.8;0.0975;e;2
9398.0;8480000093981;Preparado lácteo con cereales Hacendado +1 año;Leche;Hacendado;9.6;1.6;82.0;2.3;1.2;0.6;6.2;0.13;not-applicable;4
63144.0;8480000631442;Langostino caballitos rebozados Hacendado ultracongelados;Pescado rebozado;Hacendado;3.25;10.83;185.0;8.1;;0.5;4.5;1.77;unknown;4
29410.0;8480000294104;Bebida isotónica Iso On blue Hacendado;Isotónico;Hacendado;1.55;1.03;21.0;0.0;;0.0;4.9;0.1;d;4
3026.0;2105435030269;Papaya;Fruta tropical;;2.27;5.05;;;;;;;;
